500 25000
315 145 282
333 353 15
499 110 272
118 123 980
69 152 939
484 403 125
180 262 45
443 77 543
225 305 909
273 138 114
288 489 224
412 231 697
109 468 407
218 438 382
50 8 534
467 25 52
364 468 981
407 45 286
169 318 776
135 107 117
360 19 201
409 129 669
168 199 107
50 102 115
437 444 460
79 411 485
483 127 805
464 387 350
103 56 168
349 403 647
50 313 776
458 104 988
295 87 116
100 51 503
450 154 411
470 238 954
246 87 358
393 489 23
21 412 356
200 442 92
482 88 765
59 398 721
48 193 308
164 145 860
19 447 366
384 164 43
94 409 884
469 282 796
326 334 239
270 316 679
109 276 123
418 292 121
496 241 986
453 477 2
348 424 263
233 393 545
29 71 380
268 342 548
300 82 628
353 109 196
474 239 7
43 88 100
381 41 78
384 389 354
147 474 247
193 4 171
425 124 865
325 424 447
210 8 100
407 334 339
266 229 779
367 111 320
297 495 62
151 142 536
250 187 892
273 464 17
138 142 293
437 448 948
428 158 808
28 417 994
219 184 724
499 403 335
171 200 830
233 203 824
383 421 174
177 359 622
477 287 633
190 57 41
372 142 96
49 116 754
445 366 958
120 43 817
242 20 456
227 157 975
130 437 362
216 292 99
58 335 508
451 207 651
400 256 767
6 21 750
43 467 617
1 87 12
171 181 533
479 409 42
317 107 624
277 321 518
47 79 296
298 122 615
279 146 236
164 126 497
38 102 347
14 370 217
325 147 538
344 427 111
471 475 42
119 125 164
289 23 138
25 188 616
374 395 549
110 300 21
217 321 448
180 292 923
222 412 400
238 499 144
377 140 168
15 18 708
131 392 455
32 155 240
183 117 392
450 119 248
350 357 747
347 234 239
367 102 257
75 85 650
382 470 657
15 210 422
385 288 287
76 463 684
60 265 303
308 467 660
407 314 246
147 181 200
406 490 608
63 113 261
111 365 112
434 354 544
237 162 12
249 422 826
496 69 860
48 325 468
186 232 459
146 295 424
260 485 404
84 96 121
48 199 914
328 133 768
372 371 931
63 320 774
423 369 599
391 407 331
202 54 979
3 150 611
418 478 597
186 351 820
469 235 292
322 150 613
448 73 982
48 317 241
210 146 813
26 28 915
291 32 66
351 488 247
171 458 835
464 280 485
263 481 728
4 212 247
465 153 274
233 444 658
299 51 460
195 402 448
295 426 906
130 242 39
467 171 620
378 434 601
106 438 665
206 442 440
451 260 94
77 493 890
87 292 441
496 486 122
254 116 364
265 314 821
32 331 54
324 134 314
270 64 307
161 151 451
454 51 642
150 399 129
272 153 97
488 447 33
375 212 700
196 431 825
214 139 642
380 410 706
39 71 210
342 377 261
336 28 660
465 152 313
300 368 177
0 417 608
185 143 562
328 375 324
386 414 747
209 444 653
369 410 657
147 477 371
324 330 288
284 7 717
207 45 712
122 225 587
298 111 353
46 60 461
171 269 905
176 139 167
333 26 344
336 173 822
207 350 4
347 134 11
416 194 908
480 316 633
67 114 597
420 12 657
233 183 778
490 211 269
354 233 969
176 292 319
32 491 805
44 407 999
304 387 167
438 306 634
35 78 146
44 311 682
322 153 893
92 311 790
387 166 375
208 194 19
379 227 10
185 123 769
204 217 314
338 104 744
336 148 407
18 323 561
412 267 724
54 154 890
301 94 164
164 131 639
433 168 566
442 224 636
108 62 740
205 398 241
112 269 916
25 33 683
250 87 689
492 221 904
429 23 351
93 187 834
84 472 354
3 266 78
139 227 992
472 396 512
423 24 984
113 16 706
369 298 581
220 243 620
407 328 944
261 331 211
192 470 438
184 201 722
143 266 892
40 190 768
83 24 435
16 245 678
488 4 6
432 265 337
143 309 659
433 346 713
155 125 91
126 121 357
370 161 899
139 38 54
276 473 79
211 489 676
241 477 680
248 262 797
449 191 953
162 198 930
105 324 551
214 334 603
268 462 77
199 25 566
407 366 158
205 156 415
164 457 958
469 471 157
251 76 481
303 390 528
368 104 714
471 373 676
400 72 553
467 300 672
215 207 390
373 264 46
99 101 974
256 353 402
89 8 293
118 228 897
332 199 622
266 419 347
329 359 523
227 351 803
83 302 905
409 410 758
312 0 618
105 470 346
354 154 897
477 15 997
24 282 268
223 72 754
129 401 965
4 481 317
308 64 119
175 137 734
293 242 204
139 449 358
36 426 226
386 302 360
154 25 784
261 6 186
226 11 19
395 171 583
367 236 908
249 411 46
483 204 640
397 231 867
475 117 669
472 385 53
10 463 916
29 359 439
112 78 175
372 327 938
418 162 642
411 201 689
0 450 920
220 278 390
389 465 366
436 437 251
341 299 66
109 328 777
48 292 855
223 165 534
161 435 196
344 199 200
116 419 478
6 160 295
372 448 85
475 289 384
394 398 213
171 446 857
379 21 522
265 34 310
462 41 508
63 237 59
263 354 830
389 437 439
474 264 81
358 10 979
281 413 151
155 178 186
465 492 727
385 171 671
216 265 735
59 154 24
498 480 141
411 262 185
41 395 450
44 50 481
230 368 825
310 194 233
127 431 905
150 147 22
237 206 528
262 57 508
403 488 698
92 292 207
42 337 610
375 419 830
201 81 376
434 60 307
191 62 807
213 300 13
93 414 422
101 169 411
464 167 807
24 62 996
134 437 767
464 138 849
192 425 761
306 182 476
94 229 411
357 381 986
372 345 6
27 355 857
294 171 348
495 363 273
81 21 923
299 140 928
48 369 506
474 427 935
184 74 107
32 69 822
157 178 37
398 111 911
322 20 456
373 319 96
153 381 946
314 282 667
172 188 420
252 163 199
188 347 773
147 231 695
321 388 373
359 138 985
78 185 177
27 190 910
473 356 544
492 381 733
412 133 396
464 173 95
237 172 826
284 494 566
10 205 204
347 327 17
352 405 554
381 432 97
144 257 453
188 102 834
421 14 820
169 478 993
116 68 518
360 214 69
65 61 396
434 266 653
340 499 938
437 495 195
429 457 164
249 479 494
113 390 471
477 250 185
46 167 99
294 453 865
447 294 716
237 83 212
285 178 248
82 108 557
98 209 536
445 156 632
359 121 374
330 98 624
368 496 644
467 142 97
184 442 243
252 179 179
64 399 317
122 497 879
142 6 9
368 188 607
493 56 956
489 375 98
86 411 40
330 164 720
361 480 36
218 45 435
388 167 785
267 177 579
154 172 85
163 40 774
123 385 182
431 374 58
29 313 321
422 495 985
142 356 318
178 426 863
466 314 882
251 433 911
182 440 935
268 455 328
394 430 713
76 361 440
486 243 253
160 165 748
315 337 382
30 303 549
176 89 274
463 209 582
357 31 226
297 370 969
150 27 293
340 225 786
389 342 192
224 370 133
350 333 342
432 125 297
297 482 829
23 131 51
344 33 581
478 183 460
253 481 85
391 223 927
436 299 797
69 149 630
412 434 107
61 83 941
390 458 924
441 302 957
187 255 633
46 360 467
131 252 190
58 188 341
207 109 842
190 373 276
297 435 711
91 177 21
15 471 823
473 345 807
465 384 562
418 62 175
460 473 715
301 180 176
143 370 550
272 20 485
483 463 162
5 478 985
180 303 831
488 121 567
402 72 850
352 302 238
419 103 770
96 246 641
146 18 13
483 354 476
483 391 110
166 231 83
436 311 849
201 164 651
291 83 606
413 31 852
54 29 723
419 12 577
395 362 788
202 197 531
164 363 263
99 300 249
106 236 560
307 289 76
458 432 512
64 346 43
268 252 573
491 172 937
68 419 299
208 473 996
240 489 211
3 88 512
164 353 742
241 311 674
253 227 372
148 348 477
159 260 420
310 468 394
159 208 383
222 63 824
86 167 870
281 277 387
307 382 467
180 30 815
158 115 414
430 425 383
324 436 943
60 159 7
384 245 526
254 284 62
478 417 339
218 225 221
185 257 104
0 414 208
6 424 823
421 354 600
156 31 889
99 91 548
458 475 145
337 81 782
251 412 199
268 315 947
328 173 723
456 102 961
345 54 904
245 364 231
242 201 812
76 396 354
386 33 688
185 361 362
261 217 308
191 173 911
4 18 465
408 263 329
303 382 688
28 458 936
234 162 700
108 400 733
296 438 947
10 199 164
319 242 337
230 246 355
47 6 470
228 497 475
3 180 519
439 267 182
140 375 434
225 23 872
336 353 813
173 435 911
380 334 769
178 26 919
387 29 99
407 321 218
441 313 445
375 38 469
248 63 355
171 399 60
485 425 495
248 305 829
18 8 391
136 186 269
55 73 151
7 332 324
225 273 137
23 149 27
492 397 590
407 405 267
254 6 424
435 376 932
326 12 970
99 427 728
423 4 502
412 27 503
439 371 900
224 477 578
491 83 584
415 18 812
348 197 824
170 145 596
66 96 523
295 371 880
149 283 759
152 74 631
76 180 531
154 23 114
90 439 485
402 139 682
175 376 275
51 23 498
431 172 781
173 432 16
375 8 548
258 15 72
224 105 11
209 360 2
391 291 311
70 466 39
197 369 562
195 300 86
328 343 114
388 368 546
404 95 55
452 353 922
24 78 379
387 139 239
389 31 30
53 453 349
92 3 718
7 198 371
445 379 66
60 267 434
106 171 30
13 475 735
435 352 665
167 239 305
258 481 688
289 386 141
490 330 644
60 337 695
431 283 74
349 195 341
284 301 864
166 167 839
401 454 691
67 121 431
224 380 764
405 363 480
50 423 170
97 207 805
171 56 500
364 340 801
228 358 820
67 260 775
42 403 628
158 315 501
308 220 364
140 122 640
115 242 903
269 334 954
441 402 566
216 13 245
297 65 167
299 373 240
15 365 214
155 176 786
2 143 28
258 111 635
160 25 75
227 94 88
324 411 995
325 208 560
84 375 151
299 30 179
85 385 674
465 143 137
452 497 721
274 157 247
201 236 841
290 61 252
137 386 812
187 167 547
190 318 77
369 403 962
396 220 457
33 173 954
107 447 464
195 290 761
299 280 499
135 369 249
182 60 67
112 281 822
426 177 542
384 63 215
190 170 14
154 376 15
355 423 657
468 222 289
468 185 471
402 321 693
3 355 753
422 467 886
244 246 64
138 130 479
206 320 501
72 327 377
439 34 300
386 322 559
210 224 732
403 227 588
394 245 653
142 366 635
19 306 669
171 255 23
45 493 198
457 203 422
189 458 2
37 213 601
190 375 337
326 17 483
290 54 762
165 452 608
363 409 311
138 450 622
140 80 940
495 117 505
448 307 381
137 485 398
120 119 409
329 30 847
444 48 799
52 411 560
215 49 510
189 41 590
130 389 59
135 337 867
172 99 947
19 395 995
170 447 758
82 14 660
93 204 53
35 186 942
95 173 632
314 42 459
18 160 906
342 188 676
206 84 22
311 189 335
323 134 39
377 170 77
303 431 293
114 301 953
197 403 207
324 461 143
346 366 250
167 177 440
2 353 574
394 230 244
74 57 644
430 417 510
73 115 376
264 489 758
338 235 988
148 133 151
145 204 174
443 229 571
385 100 664
434 30 934
444 104 401
320 428 36
77 44 525
336 382 260
176 169 318
418 170 303
421 315 508
448 258 237
19 495 190
35 281 220
469 77 176
371 249 604
259 326 648
284 162 883
396 339 904
214 109 574
370 31 241
378 331 499
467 350 846
157 237 479
230 207 556
406 430 805
11 473 646
246 369 985
3 435 447
77 305 830
319 35 661
170 355 863
369 364 100
348 94 659
257 1 589
62 364 630
46 227 955
193 326 176
477 258 269
307 77 657
320 100 364
183 321 228
136 169 823
295 278 324
219 239 267
175 284 593
351 315 274
315 144 533
437 304 962
446 124 414
310 160 735
361 443 35
37 32 728
77 252 968
197 279 104
142 130 771
417 298 416
302 87 572
264 385 196
179 195 208
266 85 356
23 299 300
59 336 684
139 266 436
459 463 567
64 457 550
335 374 348
103 28 287
175 145 672
224 176 867
432 442 804
289 466 603
441 377 292
125 16 558
481 392 682
231 183 437
18 358 82
42 82 758
261 367 201
66 156 519
169 97 396
461 74 264
96 322 984
279 353 64
188 437 747
208 350 892
318 111 759
286 160 790
403 384 631
495 480 453
480 259 158
396 447 95
143 425 903
100 133 253
344 303 364
103 323 394
438 352 253
229 255 989
360 102 470
313 82 81
323 478 529
174 426 791
495 226 417
241 448 983
334 387 187
440 468 294
429 328 396
251 493 479
333 168 309
214 439 635
20 465 61
311 244 183
405 92 761
175 333 62
10 20 801
197 460 769
491 389 949
387 141 794
218 326 462
15 60 219
428 371 816
463 276 908
225 303 593
139 313 113
209 353 815
10 241 808
304 311 134
118 191 674
20 58 734
92 486 457
408 302 585
261 18 702
467 29 11
275 333 823
261 451 866
435 324 425
21 416 263
330 176 565
416 344 796
305 105 314
359 332 624
276 133 143
47 452 172
410 228 857
452 277 985
377 150 753
140 481 429
58 397 625
354 54 230
145 42 548
289 441 500
171 85 422
332 37 551
169 266 201
422 258 534
203 168 431
328 23 837
410 396 103
226 144 289
158 167 226
131 168 381
3 177 35
295 265 473
144 490 155
82 68 151
224 227 318
450 307 669
66 291 837
299 476 631
291 47 480
304 402 657
191 95 97
123 242 214
448 387 204
455 321 273
107 45 500
277 496 659
136 213 278
120 357 178
100 13 80
110 204 175
59 327 918
273 127 157
102 42 24
466 266 286
416 255 999
77 475 221
157 85 926
185 496 105
455 269 233
466 360 529
338 326 648
124 94 903
476 141 278
184 218 253
406 228 191
184 413 539
289 368 809
374 480 260
42 422 165
252 241 25
134 79 851
282 204 946
185 32 939
420 474 238
463 158 503
3 300 371
312 174 703
424 217 477
89 469 718
264 422 738
159 476 91
382 140 266
437 64 835
414 154 156
485 121 760
135 439 349
341 56 124
79 112 713
18 186 49
310 197 525
401 79 666
19 368 82
354 282 236
11 119 209
123 254 149
96 378 169
162 116 199
237 134 385
286 444 934
312 346 513
330 217 881
412 72 515
1 83 135
210 206 741
359 30 541
416 479 919
85 141 535
21 165 966
455 329 664
320 159 882
53 423 454
69 424 889
149 346 977
110 348 449
497 485 680
19 6 845
486 462 526
150 134 37
32 188 460
338 109 737
227 165 372
174 166 218
4 357 333
312 319 182
442 336 525
139 322 339
54 209 662
366 47 271
103 127 288
475 153 454
46 157 663
413 84 151
432 378 487
310 369 161
149 238 485
123 292 694
137 10 594
400 441 374
207 339 884
370 71 706
356 269 372
195 79 93
356 228 331
193 204 475
334 454 951
407 354 745
369 284 155
75 489 640
69 197 761
441 392 340
69 293 624
44 385 318
382 71 772
430 464 40
15 333 324
22 409 313
162 330 510
275 124 754
115 10 854
36 80 999
160 476 885
478 210 456
102 396 787
229 178 251
445 68 345
258 82 676
120 358 800
374 473 810
80 9 742
79 22 71
125 455 881
412 36 60
163 157 605
99 102 673
445 212 256
121 332 114
273 58 939
435 138 801
178 69 323
101 386 527
116 275 870
28 290 379
415 307 729
381 80 787
121 398 995
296 499 733
324 85 96
158 201 871
381 229 661
260 215 902
94 374 589
369 22 181
156 342 49
434 316 447
14 288 883
462 447 937
333 328 18
346 440 733
248 34 107
337 174 748
86 395 770
267 403 465
168 337 281
115 470 245
413 336 534
233 131 513
252 329 453
485 78 488
445 267 14
45 205 409
168 324 812
133 492 2
414 107 972
159 20 809
45 169 959
378 402 591
391 154 772
197 492 350
185 289 618
199 186 675
460 354 0
272 487 992
126 401 100
99 413 472
260 310 641
219 189 896
162 432 902
435 129 746
283 177 428
283 302 416
127 428 669
79 379 434
52 491 245
45 211 434
293 225 218
196 12 348
442 150 366
330 109 232
404 392 761
332 27 63
100 155 844
270 234 723
235 329 503
306 25 368
154 320 518
372 2 979
456 258 372
218 442 751
281 43 406
477 313 493
201 369 483
268 171 19
46 258 349
401 64 726
269 70 546
139 443 400
343 117 101
94 251 496
353 228 161
198 429 530
181 49 553
201 447 312
50 201 376
128 322 447
27 462 890
427 433 289
438 128 759
391 74 10
387 427 238
48 125 520
430 307 421
484 360 869
296 262 70
24 390 392
471 269 706
213 197 991
355 487 619
114 378 694
124 265 973
214 165 951
86 95 758
8 431 470
229 79 732
299 104 974
361 462 158
407 438 775
380 152 440
331 91 387
495 479 854
470 22 282
66 272 275
359 366 123
297 486 375
364 402 470
251 343 421
422 107 101
173 454 932
27 276 307
161 342 931
288 201 797
263 340 876
200 489 214
75 413 785
277 381 882
51 303 989
4 328 296
437 208 72
175 10 468
325 125 309
53 326 150
268 253 64
405 60 193
92 190 574
474 93 730
316 97 58
112 386 118
36 482 488
303 10 850
272 335 975
433 240 153
83 360 407
147 265 819
193 357 509
267 332 602
349 0 552
260 112 938
378 0 421
218 304 283
396 9 358
49 92 719
308 92 836
128 137 194
489 404 378
348 218 490
286 96 490
59 167 146
342 87 222
312 335 83
23 237 528
94 45 972
430 25 609
124 367 365
354 163 971
232 11 189
74 297 138
417 209 305
63 403 244
286 216 580
249 185 714
221 115 92
330 92 811
196 446 474
167 31 985
199 22 195
356 86 599
100 224 167
32 445 258
201 195 943
497 314 184
334 375 289
468 74 164
164 282 602
115 235 826
282 267 623
40 321 170
245 5 38
100 28 685
253 377 351
78 31 153
196 14 23
22 296 142
498 188 963
168 23 256
459 121 761
349 73 641
386 178 18
238 467 581
317 45 965
470 140 364
258 336 379
239 81 591
348 41 212
109 242 137
121 367 282
55 184 680
372 6 672
88 117 860
467 250 423
347 26 984
415 118 66
6 466 459
71 427 201
208 30 330
24 4 549
158 411 85
338 283 92
10 371 61
146 38 690
131 305 160
49 311 626
61 443 288
392 319 792
293 477 55
379 168 690
323 30 413
384 253 604
47 400 494
89 383 799
249 284 463
227 144 697
133 205 992
273 449 311
65 243 641
162 297 691
75 33 297
32 432 549
378 22 784
30 123 68
493 351 212
42 336 769
35 109 71
198 26 666
339 498 640
352 160 437
44 87 822
193 119 754
242 350 628
26 380 252
94 373 955
158 415 291
279 450 252
350 1 278
16 340 128
8 45 140
119 282 199
226 376 401
354 402 781
413 358 921
56 137 724
308 340 225
438 208 417
418 217 962
58 14 903
138 486 537
189 212 413
90 66 315
371 25 15
377 438 373
298 347 863
374 155 203
99 446 411
17 364 480
331 275 495
235 413 333
272 454 45
186 44 611
353 267 988
369 496 427
94 294 626
457 169 781
276 489 444
256 321 571
103 408 336
436 180 290
445 424 453
433 145 301
212 239 595
338 49 116
51 337 226
347 446 899
418 49 307
254 338 340
396 319 410
82 116 834
387 50 979
188 262 571
136 453 120
104 425 533
420 28 669
171 298 718
479 53 56
171 301 728
81 236 344
416 123 246
247 164 861
318 300 814
438 404 591
324 98 419
195 370 447
216 393 246
434 224 151
343 395 804
423 477 40
267 245 664
14 492 680
227 311 332
41 101 88
132 425 38
403 472 408
203 40 154
449 475 878
452 170 274
256 93 103
297 212 848
313 78 840
345 305 3
177 346 457
265 330 734
304 234 59
218 238 926
371 298 541
326 447 754
174 112 832
366 457 990
370 134 688
324 120 394
202 288 674
299 11 824
192 337 624
131 229 546
161 130 284
180 396 692
137 220 665
15 199 996
189 350 859
366 42 48
342 341 411
430 324 140
328 297 592
213 458 574
349 491 470
42 128 43
59 12 391
267 27 442
263 69 792
474 435 687
22 129 528
433 59 852
425 240 649
17 453 959
92 302 950
414 196 931
309 255 943
201 22 470
143 137 539
288 111 326
355 418 367
207 344 607
208 361 912
470 72 911
166 430 530
206 70 142
384 45 127
192 400 546
18 167 103
430 186 761
496 156 685
259 409 918
278 253 205
201 330 57
343 214 102
323 406 354
369 465 313
111 335 332
214 265 18
12 373 936
431 151 42
136 322 814
123 376 144
180 71 710
134 394 617
340 115 934
153 226 270
207 472 1
234 485 875
23 268 878
65 256 201
375 411 0
85 397 747
54 237 862
489 242 941
111 79 86
498 286 58
0 373 895
227 396 163
105 313 419
87 271 913
440 208 662
187 263 899
401 104 993
342 67 572
428 65 711
339 417 436
234 144 684
398 102 497
169 260 393
172 200 516
437 140 576
452 179 191
203 80 295
197 275 862
269 55 780
332 394 49
268 129 194
304 379 148
153 400 408
46 424 108
414 214 600
491 166 279
182 369 712
192 188 394
324 372 789
374 141 270
420 297 649
328 349 826
289 264 540
389 255 558
21 289 779
85 119 846
318 488 758
107 214 751
377 134 49
378 54 500
132 383 849
350 265 720
39 223 481
385 147 997
123 466 338
382 425 552
485 155 539
34 33 93
88 475 352
53 177 118
126 437 256
319 338 445
157 72 371
209 57 26
248 444 411
194 330 929
227 472 786
197 98 223
453 438 552
137 259 619
414 87 881
137 149 938
279 295 713
208 318 483
102 94 257
82 37 807
201 154 237
10 420 677
391 58 326
330 73 427
64 352 723
129 412 893
272 35 384
30 65 135
225 148 672
384 349 678
477 433 434
256 350 139
224 444 484
14 217 372
250 247 437
386 324 585
58 209 787
237 183 499
188 334 602
49 163 388
483 419 238
122 251 569
362 490 83
234 92 182
24 478 506
461 37 567
248 126 250
99 166 936
54 215 599
442 198 371
32 173 974
101 199 949
467 413 291
402 148 384
84 24 714
91 485 603
10 86 81
113 185 747
49 91 814
1 33 365
372 417 538
346 19 589
147 338 2
291 241 502
175 177 878
389 120 364
345 131 450
426 244 987
174 145 579
340 146 964
205 18 382
95 216 753
184 216 591
39 7 684
393 34 862
272 275 982
488 120 965
438 47 709
277 73 855
208 413 1
173 471 872
55 66 440
251 142 515
288 387 49
150 11 325
484 499 945
450 289 992
11 67 565
366 275 831
220 300 802
444 207 368
260 259 205
310 409 216
135 245 568
432 195 357
425 207 276
342 425 552
173 497 204
327 441 912
196 178 779
19 423 750
337 35 509
394 345 270
462 332 16
30 265 63
164 236 48
68 262 545
273 89 839
37 137 369
419 198 679
428 92 25
199 406 209
67 437 826
130 177 868
253 341 605
241 424 446
110 92 955
434 440 597
311 491 503
199 40 469
419 145 163
24 298 425
243 201 164
404 442 588
157 159 44
310 445 984
259 108 327
114 481 737
407 180 277
376 99 423
391 476 573
316 71 626
480 475 69
420 177 974
453 334 133
333 255 687
160 222 20
397 129 52
449 249 480
375 417 403
422 170 408
382 472 239
352 465 69
373 214 550
425 241 907
429 42 8
261 269 926
165 271 176
396 45 346
156 294 322
491 341 452
190 45 269
111 270 984
161 196 577
420 477 119
281 91 889
207 256 512
383 4 409
81 160 203
255 412 731
402 255 924
206 445 470
475 56 740
311 69 788
212 122 709
101 329 817
465 64 173
226 498 833
430 105 97
290 65 797
260 393 705
352 56 126
493 297 968
111 9 590
341 279 188
14 5 38
199 287 144
297 301 355
299 203 666
4 407 722
483 252 871
393 387 694
17 228 825
96 294 470
92 91 623
448 92 66
221 391 621
387 248 29
461 231 781
185 34 497
417 427 236
464 297 817
141 355 411
472 451 205
66 344 889
485 65 132
106 304 380
135 117 463
269 302 997
118 72 925
354 388 574
23 29 429
435 354 880
140 149 776
289 67 120
30 52 37
395 146 311
358 415 965
356 385 37
136 50 661
145 332 729
117 362 282
155 24 941
348 419 87
159 130 855
125 486 740
14 471 332
451 166 498
464 34 41
355 149 735
137 156 612
18 16 513
373 493 351
465 7 822
298 151 500
246 102 518
138 192 936
11 400 937
211 320 302
446 338 818
460 63 663
311 380 170
134 178 322
486 276 276
5 225 695
410 363 887
136 325 529
81 388 849
383 335 39
53 295 602
216 458 334
413 431 641
189 288 866
384 198 581
124 396 808
263 384 633
292 318 374
493 201 709
32 107 856
321 414 111
327 369 330
46 253 880
127 229 128
435 493 13
147 131 384
64 2 519
230 323 785
341 9 113
383 336 834
65 234 587
297 362 669
426 149 14
291 70 503
474 217 634
210 425 502
54 341 4
425 72 827
210 413 188
449 364 473
118 142 122
132 433 545
135 407 114
122 117 892
124 23 733
480 448 805
307 159 571
347 334 572
223 344 138
334 145 502
307 263 144
282 247 429
179 382 336
293 356 306
271 312 278
428 471 937
351 318 123
62 376 464
416 36 579
342 497 561
31 142 917
337 32 250
166 155 562
296 435 34
85 287 852
380 124 623
276 306 977
164 31 320
433 220 352
183 387 7
98 35 443
336 182 644
83 62 769
206 259 514
365 388 320
20 7 204
340 292 924
404 426 199
199 410 672
281 246 354
426 181 268
47 387 880
61 104 768
233 298 611
238 56 590
253 312 16
304 12 778
476 293 377
182 71 558
331 31 902
451 116 701
62 374 871
384 187 382
146 425 290
89 31 603
457 335 115
236 312 760
113 346 832
171 297 450
224 431 950
425 345 824
148 229 12
31 228 789
173 169 320
128 126 508
95 362 672
356 327 518
188 499 668
490 320 648
324 44 932
127 321 129
303 470 211
167 353 291
309 378 960
129 7 586
137 102 301
309 458 128
180 498 979
348 489 800
496 165 196
280 144 870
410 300 692
224 258 634
162 247 589
463 57 899
92 89 398
223 285 256
142 328 553
186 153 20
83 417 649
210 493 407
345 155 154
286 119 563
185 63 152
174 210 227
283 482 645
36 476 325
89 162 478
461 97 747
110 307 740
17 4 395
172 290 366
87 476 781
240 411 268
181 438 330
260 221 812
230 198 154
47 287 415
295 311 705
161 399 533
295 491 945
63 24 235
393 285 956
57 42 565
49 273 263
454 141 44
364 188 184
131 335 347
337 497 746
222 144 589
19 207 466
254 452 251
210 9 293
127 58 918
165 419 745
61 283 785
93 456 470
191 178 614
133 198 173
99 304 125
202 367 986
347 494 396
266 237 509
467 315 563
104 413 682
225 358 138
47 49 817
161 34 367
311 187 38
149 35 385
406 375 228
186 194 543
250 298 808
284 24 666
92 437 102
459 123 88
482 435 775
373 436 162
258 482 167
232 240 394
460 427 588
164 313 115
330 236 38
398 328 975
441 122 886
216 495 322
231 105 156
250 337 897
85 4 353
324 20 666
439 351 755
478 101 83
453 454 723
404 395 697
290 464 692
465 195 149
370 442 487
46 28 843
399 352 864
183 332 870
380 122 186
424 439 233
73 413 531
411 283 473
250 330 353
94 81 706
377 376 972
397 337 899
224 20 231
447 253 206
133 177 497
367 251 910
398 14 46
223 265 228
77 359 161
485 398 741
309 147 930
60 372 451
144 171 704
202 304 733
199 23 984
462 421 499
360 497 116
88 74 975
101 209 348
466 46 746
60 355 745
490 267 469
293 411 140
349 113 297
83 165 820
419 127 594
213 380 726
61 199 272
159 111 979
257 101 746
78 247 158
219 448 123
16 383 788
282 277 106
225 164 385
390 229 118
468 143 817
240 154 928
219 263 381
318 342 980
476 61 429
451 429 164
240 469 819
359 252 597
466 329 613
203 220 194
490 281 196
418 352 459
152 170 301
132 498 214
413 450 495
78 42 965
249 401 569
198 219 398
358 96 511
47 87 144
243 357 348
55 9 871
208 494 221
423 259 171
270 189 565
87 439 819
407 301 313
229 11 410
92 58 849
88 154 206
437 61 568
308 269 562
381 192 321
53 315 11
470 402 802
289 411 291
180 170 444
255 344 14
456 432 20
163 221 581
83 381 702
497 263 895
318 168 62
181 138 464
335 280 375
127 460 545
27 61 641
393 369 925
198 467 28
147 135 959
209 316 598
174 4 378
401 131 690
299 54 495
448 433 908
441 178 778
42 394 446
333 41 581
145 251 898
95 277 254
473 30 237
15 329 291
10 129 577
271 70 755
401 437 551
63 450 544
492 30 832
323 270 712
429 95 742
166 110 424
387 243 124
494 496 413
397 60 715
442 457 60
232 301 90
416 227 117
351 402 387
63 332 334
158 498 944
434 308 768
339 195 364
315 42 860
228 439 272
298 234 110
415 86 513
154 1 845
488 11 695
284 297 4
52 137 51
268 452 593
129 33 885
401 329 118
329 250 961
194 404 314
39 392 178
87 28 975
91 80 612
494 201 917
440 330 950
325 83 131
295 67 816
84 286 151
459 467 901
272 162 805
438 53 549
92 231 509
56 78 210
325 18 40
127 343 976
258 138 395
225 33 0
478 157 162
283 96 716
332 212 356
271 65 18
481 390 36
374 18 731
350 276 221
245 203 296
130 259 339
293 42 935
267 319 833
498 21 110
220 118 665
368 248 945
49 378 204
240 23 599
27 384 678
35 315 982
460 47 927
423 314 98
257 313 471
329 154 919
386 395 295
337 422 179
15 301 337
385 336 153
367 296 700
294 72 14
392 181 179
363 400 64
304 136 669
345 465 324
265 203 719
60 40 141
91 407 943
429 293 631
434 160 280
134 455 852
0 199 885
32 415 785
96 71 273
266 417 590
90 182 294
161 94 334
97 466 387
81 400 547
361 386 854
65 239 54
87 219 392
360 337 309
244 440 437
431 95 475
25 192 441
412 273 194
311 486 80
166 51 819
72 1 942
137 300 499
299 251 279
142 347 571
432 278 166
407 155 711
394 231 823
475 249 874
146 321 228
89 66 668
103 55 469
454 354 220
85 349 567
157 281 198
386 388 625
223 283 708
46 110 957
272 108 130
169 152 603
210 192 659
129 201 792
385 263 220
10 338 855
218 236 817
27 9 926
157 361 475
160 20 587
322 82 631
333 212 333
125 391 210
178 286 516
203 383 113
456 449 857
436 462 230
23 284 312
7 118 24
340 243 916
402 53 192
79 83 831
95 468 539
348 23 275
436 313 117
146 101 431
376 477 715
188 484 685
213 176 781
481 78 834
25 9 417
208 105 737
248 453 261
11 201 236
10 117 49
195 182 225
476 15 155
162 41 164
79 101 121
317 349 574
122 73 230
187 83 199
236 278 234
313 107 249
320 269 142
336 201 744
458 370 945
384 300 670
77 51 789
177 437 419
464 186 558
198 351 665
447 171 786
90 360 987
334 318 357
279 202 509
442 161 702
362 492 614
206 256 564
486 220 251
44 270 954
347 160 338
44 477 710
467 221 856
169 435 700
200 128 529
303 24 651
257 85 869
235 432 381
73 119 227
81 164 705
292 218 836
486 37 57
394 194 487
203 394 967
84 197 843
235 454 428
457 190 860
66 197 644
123 341 214
368 374 457
213 268 503
52 323 897
